,Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,Year_Founded,Sector_group
2207,TyrePlex,B2B E-commerce,Early Stage,2021,121526423.72,New Delhi,2020.0,E-Commerce & Marketplace
2208,ION Energy,Automotive,Early Stage,2021,3600000.0,Mumbai,2016.0,Autommotive & Transportation
2209,Digit Insurance,Insuretech,Unknown,2021,200000000.0,Bangalore,2016.0,Technology
2210,FRAAZO,Food & Beverages,Series (A-H),2021,11000000.0,Mumbai,2020.0,Food & Agriculture
2211,Licious,Food & Beverages,Series (A-H),2021,192000000.0,Bangalore,2015.0,Food & Agriculture
2212,WinZO,Gaming,Series (A-H),2021,65000000.0,New Delhi,2018.0,Other
2213,Furlenco,Consumer Goods,Unknown,2021,100000000.0,Bangalore,2012.0,Other
2214,Skylark Drones,Aviation,Early Stage,2021,3000000.0,Bangalore,2014.0,Other
2215,Leegality,IT company,Early Stage,2021,121526423.72,Gurugram,2016.0,Other
2216,Arcatron Mobility,Healthcare,Unknown,2021,121526423.72,Pune,2015.0,Healthcare
2217,TWID,FinTech,Unknown,2021,2500000.0,Bangalore,2020.0,Technology
2218,PeakPerformer,EdTech,Early Stage,2021,121526423.72,Bangalore,2020.0,Technology
2219,MyMobiForce,Internet,Early Stage,2021,1400000.0,Noida,2018.0,Technology
2220,Pine Labs,Information Technology,Unknown,2021,600000.0,Noida,1998.0,Technology
2221,Genworks Health,Healthcare,Unknown,2021,2000000.0,Bangalore,2015.0,Healthcare
2222,Pocketly,FinTech,Unknown,2021,121526423.72,Bangalore,2019.0,Technology
2223,Neverinstall,Information Technology,Early Stage,2021,370000.0,Bangalore,2019.0,Technology
2224,CoRover,Information Technology,Unknown,2021,121526423.72,Bangalore,2016.0,Technology
2225,BeatO,Healthcare,Early Stage,2021,5000000.0,New Delhi,2015.0,Healthcare
2226,Earth Rhythm,Cosmetics,Early Stage,2021,1200000.0,Gurugram,2020.0,Other
2227,Fountain9,Computer software,Early Stage,2021,1900000.0,Mumbai,2019.0,Technology
2228,Rockclimber,Food & Beverages,Unknown,2021,1000000.0,Bangalore,2019.0,Food & Agriculture
2229,SpEd@home,EdTech,Unknown,2021,300000.0,Mumbai,2020.0,Technology
2230,CanPe,Computer software,Early Stage,2021,121526423.72,Bangalore,2019.0,Technology
2231,Green Soul,Consumer Goods,Unknown,2021,200000.0,Ambernath,2016.0,Other
2232,Shiprocket,Logistics,Series (A-H),2021,41000000.0,New Delhi,2012.0,Autommotive & Transportation
2233,DealShare,Retail,Unknown,2021,144000000.0,Bangalore,2018.0,Other
2234,Teachmint,EdTech,Early Stage,2021,20000000.0,Bangalore,2020.0,Technology
2235,Vahak,Transportation,Early Stage,2021,5000000.0,Bangalore,2017.0,Autommotive & Transportation
2236,goSTOPS,Hospitality,Early Stage,2021,1000000.0,New Delhi,2014.0,Other
2237,Codedamn,Computer software,Early Stage,2021,121526423.72,New Delhi,2020.0,Technology
2238,Biocraft Innovation Technology,Environmental service,Early Stage,2021,121526423.72,Noida,2019.0,Other
2239,Powerplay,Construction,Unknown,2021,5200000.0,Bangalore,2020.0,Other
2240,Accio Robotics,Industrial Automation,Unknown,2021,121526423.72,Bangalore,2020.0,Autommotive & Transportation
2241,Delhivery,Logistics,Series (A-H),2021,270000000.0,Gurugram,2011.0,Autommotive & Transportation
2242,Avishkaar,EdTech,Early Stage,2021,600000.0,New Delhi,2014.0,Technology
2243,Jobsgaar,Job discovery platform,Early Stage,2021,140000.0,New Delhi,2020.0,Other
2244,Almo,D2C Fashion,Early Stage,2021,121526423.72,Gurugram,2020.0,Other
2245,Breathe Well-being,HealthCare,Early Stage,2021,1000000.0,New Delhi,2015.0,Healthcare
2246,GalaxEye,SpaceTech,Early Stage,2021,121526423.72,Chennai,2020.0,Technology
2247,Good Health Clinic,HealthCare,Unknown,2021,5000000.0,Hyderabad,2021.0,Healthcare
2248,Urban Company,Home services,Series (A-H),2021,250000000.0,New Delhi,2014.0,Consulting & Services
2249,MYBYK,Rental,Early Stage,2021,1000000.0,Ahmadabad,2014.0,Other
2250,Locus,Logistics,Series (A-H),2021,50000000.0,Bangalore,2015.0,Autommotive & Transportation
2251,Crejo.Fun,EdTech,Early Stage,2021,3000000.0,Bangalore,2020.0,Technology
2252,Bambinos,EdTech,Early Stage,2021,500000.0,Bangalore,2020.0,Technology
2253,KreditBee,FinTech,Unknown,2021,8000000.0,Bangalore,2018.0,Technology
2254,Spardha,EdTech,Early Stage,2021,400000.0,Pune,2016.0,Technology
2255,Onelife Nutriscience,HealthCare,Unknown,2021,121526423.72,Mumbai,2019.0,Healthcare
2256,Flatheads,Fashion,Unknown,2021,121526423.72,Bangalore,2019.0,Other
2257,Fable Fintech,FinTech,Series (A-H),2021,121526423.72,Mumbai,2015.0,Technology
2258,Holisol,Logistics,Unknown,2021,3000000.0,New Delhi,2009.0,Autommotive & Transportation
2259,Now&Me,HealthCare,Unknown,2021,1000000.0,New Delhi,2018.0,Healthcare
2260,Fyllo,AgriTech,Early Stage,2021,400000.0,Bangalore,2019.0,Technology
2261,Cora Health,HealthCare,Unknown,2021,121526423.72,Bangalore,2020.0,Healthcare
2262,Blaer Motors,Mobility,Unknown,2021,300000.0,Chennai,2014.0,Other
2263,Swiflearn,EdTech,Early Stage,2021,3000000.0,Gurugram,2019.0,Technology
2264,Cashfree,FinTech,Unknown,2021,121526423.72,Bangalore,2015.0,Technology
2265,QuickSell,E-commerce,Early Stage,2021,2000000.0,Mumbai,2017.0,E-Commerce & Marketplace
2266,Truemeds,Heathcare,Series (A-H),2021,5000000.0,Mumbai,2019.0,Other
2267,Candes,E-commerce,Unknown,2021,3000000.0,New Delhi,2015.0,E-Commerce & Marketplace
2268,MediBuddy,Heathcare,Unknown,2021,3000000.0,Bangalore,2000.0,Other
2269,F5,Food & Beverages,Early Stage,2021,300000.0,New Delhi,2018.0,Food & Agriculture
2270,Capital Float,FinTech,Unknown,2021,6000000.0,Bangalore,2013.0,Technology
2271,IntelleWings,IT startup,Early Stage,2021,100000.0,Panchkula,2019.0,Other
2272,Shyplite,Logistics,Unknown,2021,1000000.0,New Delhi,2016.0,Autommotive & Transportation
2273,Refyne,FinTech,Series (A-H),2021,20000000.0,Bangalore,2020.0,Technology
2274,Greenjoules,Renewable Energy,Series (A-H),2021,4500000.0,Pune,2018.0,Other
2275,MentorKart,Consulting,Early Stage,2021,150000.0,New Delhi,2018.0,Consulting & Services
2276,Leverage Edu,EdTech,Latter Stage,2021,2000000.0,New Delhi,2017.0,Technology
2277,Kale Logistics,Logistics,Series (A-H),2021,5000000.0,Thane,2010.0,Autommotive & Transportation
2278,CustomerGlu,CRM,Unknown,2021,320000.0,Bangalore,2016.0,Other
2279,Cell Propulsion,EV startup,Unknown,2021,2000000.0,Bangalore,2016.0,Other
2280,Wellbeing Nutrition,HealthCare,Unknown,2021,121526423.72,Mumbai,2019.0,Healthcare
2281,Pee Safe,HealthCare,Early Stage,2021,3000000.0,Gurugram,2013.0,Healthcare
2282,Chqbook,FinTech,Unknown,2021,1000000.0,New Delhi,2017.0,Technology
2283,SimpliContract,Software,Early Stage,2021,1800000.0,Bangalore,2020.0,Technology
2284,Dropshop,Logistics,Early Stage,2021,1000000.0,Bangalore,2019.0,Autommotive & Transportation
2285,Jumbotail,E-commerce,Latter Stage,2021,4000000.0,Bangalore,2015.0,E-Commerce & Marketplace
2286,BYJU'S,EdTech,Unknown,2021,350000000.0,Bangalore,2011.0,Technology
2287,Power Gummies,Nutrition,Unknown,2021,1000000.0,New Delhi,2018.0,Other
2288,Convosight,SaaS startup,Series (A-H),2021,9000000.0,New Delhi,2019.0,Other
2289,Junio,FinTech,Early Stage,2021,600000.0,New Delhi,2020.0,Technology
2290,Wherehouse.io,Logistics,Early Stage,2021,121526423.72,New Delhi,2020.0,Autommotive & Transportation
2291,Flexmoney,FinTech,Series (A-H),2021,4800000.0,Mumbai,2015.0,Technology
2292,Fampay,FinTech,Series (A-H),2021,38000000.0,Bangalore,2019.0,Technology
2293,Apna,Human Resources,Series (A-H),2021,70000000.0,Bangalore,2019.0,Other
2294,XYXX Apparels,Fashion,Series (A-H),2021,4000000.0,Surat,2017.0,Other
2295,WaterScience,D2C startup,Unknown,2021,121526423.72,Bangalore,2014.0,Other
2296,BrowserStack,SaaS startup,Series (A-H),2021,200000000.0,Mumbai,2011.0,Other
2297,Vital,Insuretech,Early Stage,2021,3000000.0,New Delhi,2018.0,Technology
2298,Juicy chemistry,HealthCare,Unknown,2021,121526423.72,Coimbatore,2014.0,Healthcare
2299,Samaaro,SaaS startup,Unknown,2021,125000.0,Bangalore,2020.0,Other
2300,Imagimake,Innovation management,Early Stage,2021,500000.0,Mumbai,2011.0,Other
2301,MSMEx,EdTech,Early Stage,2021,1000000.0,Andheri,2019.0,Technology
2302,RenewBuy,Insuretech,Series (A-H),2021,45000000.0,Gurugram,2015.0,Technology
2303,saarthi.ai,AI startup,Early Stage,2021,121526423.72,Bangalore,2017.0,Other
2304,Kutumb,Community platform,Series (A-H),2021,26000000.0,Bangalore,2020.0,Other
2305,Superplum,AgriTech,Early Stage,2021,3800000.0,Noida,2019.0,Technology
2306,Upside AI,FinTech,Early Stage,2021,1200000.0,Mumbai,2017.0,Technology
2307,PazCare,Insuretech,Unknown,2021,121526423.72,Bangalore,2021.0,Technology
2308,Answer Genomics,HealthCare,Unknown,2021,121526423.72,Bangalore,2019.0,Healthcare
2309,Skillmatics,EdTech,Series (A-H),2021,6000000.0,Mumbai,2016.0,Technology
2310,Bimaplan,Insuretech,Early Stage,2021,2500000.0,Bangalore,2020.0,Technology
2311,Bueno Finance,FinTech,Early Stage,2021,3000000.0,Gurugram,2019.0,Technology
2312,CityMall,E-commerce,Series (A-H),2021,22000000.0,Gurugram,2019.0,E-Commerce & Marketplace
2313,BYJU’S,EdTech,Unknown,2021,50000000.0,Bangalore,2011.0,Technology
2314,India Quotient,Venture capitalist,Unknown,2021,64000000.0,Mumbai,2012.0,Other
2315,The Switch Fix,HealthCare,Early Stage,2021,121526423.72,Gurugram,2019.0,Healthcare
2316,Anvidha Technologies,Tech Startup,Early Stage,2021,1500000.0,Haryana,2020.0,Technology
2317,DigiSparsh,FinTech,Early Stage,2021,121526423.72,Mumbai,2020.0,Technology
2318,CoffeeMug.ai,Networking,Early Stage,2021,620000.0,New Delhi,2020.0,Other
2319,Pathfndr.io,SaaS startup,Early Stage,2021,121526423.72,Bangalore,2015.0,Other
2320,BigLeap,Recruitment,Unknown,2021,600000.0,Hyderabad,2015.0,Other
2321,Kazam,EV startup,Early Stage,2021,900000.0,Bangalore,2020.0,Other
2322,MYRE Capital,Commercial Real Estate,Unknown,2021,6000000.0,Mumbai,2020.0,Real Estate & Property
2323,BimaPe,FinTech,Early Stage,2021,500000.0,Mumbai,2020.0,Technology
2324,MicroDegree,EdTech,Unknown,2021,121526423.72,Mangalore,2019.0,Technology
2325,Saarthi Pedagogy,EdTech,Unknown,2021,1000000.0,Ahmadabad,2015.0,Technology
2326,Synapsica,HealthCare,Series (A-H),2021,4000000.0,New Delhi,2017.0,Healthcare
2327,Kwik Foods,Food & Beverages,Early Stage,2021,121526423.72,Gurugram,2020.0,Food & Agriculture
2328,Plutomen,AR startup,Unknown,2021,300000.0,Ahmadabad,2016.0,Other
2329,GoMechanic,Automotive,Series (A-H),2021,42000000.0,Gurugram,2016.0,Autommotive & Transportation
2330,Grinntech,Automotive,Unknown,2021,2000000.0,Chennai,2013.0,Autommotive & Transportation
2331,Nobel Hygiene,HealthCare,Unknown,2021,60000000.0,Mumbai,1999.0,Healthcare
2332,Green Cure,HealthCare,Early Stage,2021,121526423.72,New Delhi,2015.0,Healthcare
2333,Classplus,EdTech,Series (A-H),2021,65000000.0,Noida,2017.0,Technology
2334,WINDO,E-commerce,Early Stage,2021,500000.0,Hyderabad,2020.0,E-Commerce & Marketplace
2335,ApnaKlub,E-commerce,Early Stage,2021,121526423.72,Bangalore,2020.0,E-Commerce & Marketplace
2336,LegalPay,FinTech,Unknown,2021,121526423.72,New Delhi,2019.0,Technology
2337,Lavado,Consumer service,Unknown,2021,121526423.72,Mumbai,2016.0,Other
2338,Navars,EdTech,Unknown,2021,121526423.72,Hyderabad,2019.0,Technology
2339,GoBolt,Logistics,Series (A-H),2021,20000000.0,Gurugram,2015.0,Autommotive & Transportation
2340,Loco,Gaming,Early Stage,2021,9000000.0,Bangalore,2018.0,Other
2341,Auric,HealthCare,Early Stage,2021,2000000.0,New Delhi,2017.0,Healthcare
2342,Edmingle,EdTech,Unknown,2021,300000.0,Bangalore,2016.0,Technology
2343,Slice,FinTech,Unknown,2021,20000000.0,Bangalore,2016.0,Technology
2344,Humit,Music,Early Stage,2021,121526423.72,Bangalore,2020.0,Other
2345,Airblack,IT startup,Series (A-H),2021,5200000.0,Gurugram,2019.0,Other
2346,NIRAMAI,HealthCare,Unknown,2021,121526423.72,Bangalore,2016.0,Healthcare
2347,Intervue,SaaS startup,Early Stage,2021,121526423.72,New Delhi,2021.0,Other
2348,Nestroots,Fashion,Early Stage,2021,100000.0,Gurugram,2016.0,Other
2349,Detect Technologies,Automation,Unknown,2021,12000000.0,Chennai,2016.0,Autommotive & Transportation
2350,CredR,Automotive,Unknown,2021,6500000.0,Bangalore,2015.0,Autommotive & Transportation
2351,Fourth Partner Energy,Solar,Unknown,2021,125000000.0,Hyderabad,2010.0,Other
2352,TABLT,HealthCare,Series (A-H),2021,3000000.0,Kolkata,2018.0,Healthcare
2353,Hesa,IT startup,Early Stage,2021,2000000.0,Hyderabad,2020.0,Other
2354,Powerhouse91,Consumer goods,Early Stage,2021,121526423.72,Gurugram,2020.0,Other
2355,Nalanda Learning,EdTech,Unknown,2021,5000000.0,Kolkata,2011.0,Technology
2356,Chargeup,Renewable Energy,Early Stage,2021,121526423.72,New Delhi,2019.0,Other
2357,Knackit,IT startup,Unknown,2021,100000.0,Bangalore,2019.0,Other
2358,Treebo Hotels,Hospitality,Series (A-H),2021,16000000.0,Bangalore,2015.0,Other
2359,Raptee Energy,Automotive,Unknown,2021,700000.0,Chennai,2019.0,Autommotive & Transportation
2360,Meddo,HealthCare,Unknown,2021,6000000.0,Gurugram,2018.0,Healthcare
2361,Supertails,Pet care,Early Stage,2021,2600000.0,Bangalore,2021.0,Other
2362,SkilloVilla,EdTech,Early Stage,2021,300000.0,Bangalore,2020.0,Technology
2363,Cancer Clinics,HealthCare,Early Stage,2021,1500000.0,Telugana,2014.0,Healthcare
2364,Velocity,FinTech,Early Stage,2021,1300000.0,Bangalore,2020.0,Technology
2365,Happy Jars,Food & Beverages,Early Stage,2021,400000.0,New Delhi,2016.0,Food & Agriculture
2366,Inshorts,Media,Unknown,2021,40000000.0,Noida,2013.0,Other
2367,ExtraaEdge,MarTech,Early Stage,2021,1000000.0,Pune,2015.0,Technology
2368,Zotalabs,Tech Startup,Early Stage,2021,1250000.0,Pune,2019.0,Technology
2369,Voiro,Advertisement,Early Stage,2021,1800000.0,Bangalore,2014.0,Other
2370,Dream Sports,Gaming,Unknown,2021,400000000.0,Mumbai,2008.0,Other
2371,Safex Chemicals,AgriTech,Unknown,2021,50000000.0,New Delhi,1991.0,Technology
2372,Instoried,Content creation,Unknown,2021,121526423.72,Bangalore,2018.0,Other
2373,Rupifi,FinTech,Early Stage,2021,4100000.0,Bangalore,2019.0,Technology
2374,Moneyboxx,FinTech,Latter Stage,2021,3000000.0,Mumbai,1994.0,Technology
2375,CityMall,E-commerce,Series (A-H),2021,11000000.0,Gurugram,2019.0,E-Commerce & Marketplace
2376,Janani,Heathcare,Early Stage,2021,1000000.0,Bangalore,2020.0,Other
2377,ReshaMandi,AgriTech,Early Stage,2021,1700000.0,Bangalore,2020.0,Technology
2378,Bombay Shaving Company,Lifestyle,Unknown,2021,2000000.0,New Delhi,2015.0,Other
2379,DotPe,FinTech,Series (A-H),2021,27000000.0,Gurugram,2019.0,Technology
2380,Homingos,Augmented reality,Unknown,2021,121526423.72,Bangalore,2018.0,Other
2381,Anar Business Community,Tech Startup,Unknown,2021,121526423.72,Mumbai,2020.0,Technology
2382,Five Star Finance,FinTech,Unknown,2021,234000000.0,Chennai,1984.0,Technology
2383,Settlrs,Rental space,Early Stage,2021,121526423.72,Bangalore,2018.0,Other
2384,BYJU'S,EdTech,Series (A-H),2021,460000000.0,Bangalore,2011.0,Technology
2385,Annapurna Finance,FinTech,Unknown,2021,30000000.0,Bhubaneswar,2009.0,Technology
2386,HealthPlix,HealthCare,Series (A-H),2021,13500000.0,Bangalore,2014.0,Healthcare
2387,Masai School,EdTech,Series (A-H),2021,5000000.0,Bangalore,2019.0,Technology
2388,Bewakoof,D2C Fashion,Unknown,2021,4000000.0,Mumbai,2011.0,Other
2389,IndiaLends,FinTech,Unknown,2021,5100000.0,New Delhi,2014.0,Technology
2390,Stelis Biopharma,BioTechnology,Series (A-H),2021,195000000.0,Bangalore,2007.0,Technology
2391,Tilt,Bike Rental,Unknown,2021,125000.0,Bangalore,2016.0,Other
2392,NeoDove,AI startup,Early Stage,2021,15000000.0,Jaipur,2020.0,Other
2393,Zaara Biotech,BioTechnology,Unknown,2021,10000000.0,Kottayam,2016.0,Technology
2394,KreditBee,FinTech,Early Stage,2021,75000000.0,Bangalore,2018.0,Technology
2395,True Balance,FinTech,Latter Stage,2021,10000000.0,Gurugram,2014.0,Technology
2396,Muvin,FinTech,Early Stage,2021,1000000.0,Bangalore,2020.0,Technology
2397,Purplle,Beauty products,Unknown,2021,45000000.0,Mumbai,2011.0,Other
2398,FloBiz,Tech Startup,Series (A-H),2021,10000000.0,Bangalore,2019.0,Technology
2399,Jeevam Health,Health care,Early Stage,2021,1500000.0,New Delhi,2020.0,Healthcare
2400,NewLink Group,Tech Startup,Unknown,2021,200000000.0,Beijing,2016.0,Technology
2401,OZiva,Heathcare,Series (A-H),2021,12000000.0,Mumbai,2016.0,Other
2402,Blive,Tourism,Early Stage,2021,1000000.0,Panaji,2004.0,Other
2403,Nazara Technologies,Gaming,Unknown,2021,30000000.0,Mumbai,2000.0,Other
2404,Euler Motors,Automotive,Series (A-H),2021,2600000.0,New Delhi,2018.0,Autommotive & Transportation
2405,Pixxel,SpaceTech,Early Stage,2021,7300000.0,Bangalore,2019.0,Technology
2406,Prescinto,Solar,Early Stage,2021,3500000.0,Gujarat,2016.0,Other
2407,MyGlamm,Beauty products,Series (A-H),2021,20000000.0,Mumbai,2015.0,Other
2408,Chirrup,Gaming,Early Stage,2021,300000.0,Bangalore,2020.0,Other
2409,Policybazaar,Insurance,Unknown,2021,75000000.0,Gurugram,2008.0,Finance & Banking
2410,Livve Homes,Rental space,Unknown,2021,5000000.0,Bangalore,2017.0,Other
2411,Juicy Chemistry,HealthCare,Series (A-H),2021,6300000.0,Coimbatore,2014.0,Healthcare
2412,Svasti Microfinance,FinTech,Unknown,2021,4000000.0,Mumbai,2008.0,Technology
2413,Nexprt,Consulting,Unknown,2021,2000000.0,New Delhi,2020.0,Consulting & Services
2414,Wysa,AI startup,Unknown,2021,121526423.72,Bangalore,2015.0,Other
2415,Ankur capital,FinTech,Unknown,2021,40000000.0,Mumbai,2011.0,Technology
2416,Indifi,FinTech,Latter Stage,2021,5000000.0,Gurugram,2015.0,Technology
2417,Firmway,FinTech,Early Stage,2021,121526423.72,Mumbai,2016.0,Technology
2418,Say Cheese,FemTech,Early Stage,2021,1000000.0,Mumbai,2020.0,Technology
2419,Indic Inspirations,Cultural,Unknown,2021,300000.0,Pune,2019.0,Other
2420,Bimaplan,FinTech,Early Stage,2021,500000.0,Mumbai,2020.0,Technology
2421,YAP,FinTech,Series (A-H),2021,10000000.0,Chennai,2014.0,Technology
2422,Leap Finance,FinTech,Series (A-H),2021,17000000.0,Bangalore,2019.0,Technology
2423,BlackSoil NBFC,FinTech,Unknown,2021,3000000.0,Mumbai,2010.0,Technology
2424,OYO,Hospitality,Unknown,2021,200000000.0,Gurugram,2012.0,Other
2425,Max Healthcare,HealthCare,Unknown,2021,140000000.0,New Delhi,2000.0,Healthcare
2426,4baseCare,HealthTech,Early Stage,2021,2000000.0,Bangalore,2018.0,Technology
2427,Ezstays,EdTech,Early Stage,2021,400000.0,New Delhi,2019.0,Technology
2428,Stylework,Co-working,Early Stage,2021,500000.0,Gurugram,2017.0,Other
2429,Kinara Capital,FinTech,Unknown,2021,6000000.0,Bangalore,2011.0,Technology
2430,Riskcovry,InsureTech,Series (A-H),2021,5000000.0,Bangalore,2018.0,Technology
2431,NODWIN,Gaming,Unknown,2021,20000000.0,Gurugram,2012.0,Other
2432,Quizizz,EdTech,Series (A-H),2021,12500000.0,Bangalore,2015.0,Technology
2433,Ecom Express,E-commerce,Unknown,2021,20000000.0,New Delhi,2012.0,E-Commerce & Marketplace
2434,Turtlemint,InsureTech,Series (A-H),2021,45000000.0,Mumbai,2015.0,Technology
2435,Captain Fresh,Supply chain platform,Early Stage,2021,3000000.0,Bangalore,2019.0,Other
2436,Northern Arc,FinTech,Latter Stage,2021,10000000.0,Chennai,2008.0,Technology
2437,Qoohoo,Social platform,Early Stage,2021,800000.0,Bangalore,2020.0,Other
2438,IGL,Gaming,Unknown,2021,500000.0,Mumbai,2016.0,Other
2439,AMPM,E-commerce,Unknown,2021,200000.0,Gurugram,2018.0,E-Commerce & Marketplace
2440,The ePlane,Drone,Early Stage,2021,1000000.0,Chennai,2016.0,Other
2441,Cashify,E-commerce,Unknown,2021,15000000.0,Gurugram,2009.0,E-Commerce & Marketplace
2442,Bijnis,B2B service,Unknown,2021,121526423.72,New Delhi,2014.0,Other
2443,Questt,EdTech,Early Stage,2021,1000000.0,Gurugram,2020.0,Technology
2444,DealShare,E-commerce,Latter Stage,2021,3000000.0,Jaipur,2018.0,E-Commerce & Marketplace
2445,Euler Motors,Automotive,Series (A-H),2021,4000000.0,New Delhi,2018.0,Autommotive & Transportation
2446,Blume Ventures,FinTech,Unknown,2021,40000000.0,Mumbai,2011.0,Technology
2447,KoineArth,Blockchain startup,Early Stage,2021,1800000.0,Bangalore,2018.0,Other
2448,ImaginXP,EdTech,Unknown,2021,1500000.0,Pune,2013.0,Technology
2449,Virohan,EdTech,Unknown,2021,121526423.72,Gurugram,2018.0,Technology
2450,Apna.co,Recruitment,Unknown,2021,12500000.0,Bangalore,2019.0,Other
2451,ideaForge,Drone,Unknown,2021,2000000.0,Mumbai,2007.0,Other
2452,Clairco,CleanTech,Unknown,2021,500000.0,Bangalore,2018.0,Technology
2453,Northern Arc,FinTech,Latter Stage,2021,50000000.0,Chennai,2008.0,Technology
2454,Lenskart,Fashion,Unknown,2021,95000000.0,Faridabad,2010.0,Other
2455,ParkSmart,Automotive,Early Stage,2021,121526423.72,New Delhi,2018.0,Autommotive & Transportation
2456,Virohan,EdTech,Series (A-H),2021,3000000.0,Gurugram,2018.0,Technology
2457,BankSathi,FinTech,Early Stage,2021,200000.0,New Delhi,2019.0,Technology
2458,Spark Studio,EdTech,Early Stage,2021,121526423.72,Bangalore,2020.0,Technology
2459,BlissClub,Fashion,Early Stage,2021,2000000.0,Bangalore,2020.0,Other
2460,BricSpaces,Real estate,Early Stage,2021,350000.0,Bangalore,2018.0,Real Estate & Property
2461,ANSR,Consulting,Series (A-H),2021,15000000.0,Bangalore,2008.0,Consulting & Services
2462,Keito,AI company,Early Stage,2021,121526423.72,Pune,2016.0,Other
2463,Reccy Adventures,Sports startup,Early Stage,2021,400000.0,Gurugram,2019.0,Other
2464,Magenta EV,Renewable Energy,Series (A-H),2021,15000000.0,Mumbai,2017.0,Other
2465,Karbon Card,FinTech,Early Stage,2021,1000000.0,Bangalore,2019.0,Technology
2466,Wysa,AI company,Series (A-H),2021,5000000.0,Bangalore,2015.0,Other
2467,Agnikul,SpaceTech,Series (A-H),2021,11000000.0,Chennai,2017.0,Technology
2468,LegalPay,FinTech,Early Stage,2021,121526423.72,New Delhi,2019.0,Technology
2469,Glamplus,SaaS startup,Early Stage,2021,200000.0,Bangalore,2020.0,Other
2470,Tekie,EdTech,Early Stage,2021,1500000.0,Gurugram,2017.0,Technology
2471,Asirvad Microfinance,FinTech,Unknown,2021,15000000.0,Chennai,2007.0,Technology
2472,Avalon Labs,FinTech,Early Stage,2021,121526423.72,Bangalore,2017.0,Technology
2473,Betterhalf.ai,Matrimony,Early Stage,2021,3000000.0,Bangalore,2016.0,Other
2474,Koo,Social Media,Series (A-H),2021,30000000.0,Bangalore,2020.0,Other
2475,Rezo.ai,AI startup,Early Stage,2021,121526423.72,Noida,2017.0,Other
2476,Mentoria,EdTech,Early Stage,2021,200000.0,Mumbai,2015.0,Technology
2477,Cuvette Tech,Human Resources,Early Stage,2021,1800000.0,Bangalore,2020.0,Other
2478,Clensta,BioTechnology,Unknown,2021,600000.0,New Delhi,2016.0,Technology
2479,FarMart,AgriTech,Early Stage,2021,24000000.0,Gurugram,2015.0,Technology
2480,Kodo Card,FinTech,Early Stage,2021,8000000.0,Mumbai,2019.0,Technology
2481,Polygon,Crypto,Unknown,2021,121526423.72,Mumbai,2017.0,Other
2482,Get My Parking,Mobility,Unknown,2021,6000000.0,New Delhi,2015.0,Other
2483,Cellestial,Electronics,Early Stage,2021,500000.0,Hyderabad,2019.0,Other
2484,FanCode,Sports startup,Unknown,2021,50000000.0,Mumbai,2019.0,Other
2485,Jai Kisan,FinTech,Series (A-H),2021,30000000.0,Mumbai,2017.0,Technology
2486,Plum,HealthCare,Series (A-H),2021,15000000.0,Bangalore,2019.0,Healthcare
2487,ThatMate,HealthCare,Unknown,2021,140000.0,Satara,2019.0,Healthcare
2488,Klassroom,EdTech,Early Stage,2021,200000.0,Mumbai,2016.0,Technology
2489,Convin,SaaS startup,Early Stage,2021,300000.0,Bangalore,2019.0,Other
2490,Mensa Brands,Clothing,Series (A-H),2021,50000000.0,Bangalore,2021.0,Other
2491,Disruptium,Consulting,Unknown,2021,200000.0,Ahmadabad,2021.0,Consulting & Services
2492,MedTel Healthcare,HealthCare,Early Stage,2021,5000000.0,Orissia,2017.0,Healthcare
2493,Pickright Technologies,FinTech,Unknown,2021,200000.0,Bangalore,2019.0,Technology
2494,Ingenium,EdTech,Early Stage,2021,121526423.72,New Delhi,2018.0,Technology
2495,BharatPe,FinTech,Latter Stage,2021,6000000.0,New Delhi,2018.0,Technology
2496,RuleZero,Tech Startup,Early Stage,2021,1000000.0,Bangalore,2019.0,Technology
2497,Rubix Data Sciences,IT startup,Early Stage,2021,800000.0,Mumbai,2018.0,Other
2498,Locobuzz,Analytics,Series (A-H),2021,4000000.0,Mumbai,2011.0,Other
2499,We Founder Circle,FinTech,Early Stage,2021,2000000.0,Mumbai,2020.0,Technology
2500,Haqdarshak,Finance,Early Stage,2021,800000.0,Jaipur,2015.0,Finance & Banking
2501,Celcius,Logistics,Early Stage,2021,121526423.72,Mumbai,2020.0,Autommotive & Transportation
2502,Enthu.ai,AI startup,Unknown,2021,200000.0,Chandigarh,2020.0,Other
2503,Myelin Foundry,AI startup,Early Stage,2021,1000000.0,Bangalore,2019.0,Other
2504,SuperOps.ai,AI startup,Early Stage,2021,3000000.0,Chennai,2020.0,Other
2505,6Degree,Retail,Unknown,2021,1000000.0,Mumbai,2014.0,Other
2506,Teachmint,EdTech,Series (A-H),2021,16500000.0,Bangalore,2020.0,Technology
2507,Sarathi,HealthCare,Early Stage,2021,100000.0,Jodhpur,2020.0,Healthcare
2508,Jidoka Technologies,Software,Early Stage,2021,340000.0,Chennai,2018.0,Technology
2509,Rapido,Transportation,Series (A-H),2021,43000000.0,Bangalore,2015.0,Autommotive & Transportation
2510,BYJU'S,EdTech,Unknown,2021,150000000.0,Bangalore,2011.0,Technology
2511,ElasticRun,E-commerce,Series (A-H),2021,75000000.0,Pune,2015.0,E-Commerce & Marketplace
